8
3
39
23
14
8
9
44
2
23
17
16
25
8
28
5
1







1

1

1


2



1


3

2
1
1

1




3













1
1





2






1



1







1

1











